File Path,Status,Backup Size (bytes),Backup Lines,Current Size (bytes),Current Lines,Size Diff (bytes),Lines Diff,Size Change %,Backup Path,Current Path
legacy\components\landingpage\footer\Footer.tsx,Only in Backup,1075,35,0,0,-1075,-35,-100%,Z:\09-25\src-9-30-25-working\legacy\components\landingpage\footer\Footer.tsx,
legacy\components\landingpage\frameworks\Frameworks.tsx,Only in Backup,1277,53,0,0,-1277,-53,-100%,Z:\09-25\src-9-30-25-working\legacy\components\landingpage\frameworks\Frameworks.tsx,
legacy\components\landingpage\frameworks\FrameworksTitle.tsx,Only in Backup,984,33,0,0,-984,-33,-100%,Z:\09-25\src-9-30-25-working\legacy\components\landingpage\frameworks\FrameworksTitle.tsx,
legacy\components\landingpage\header\DemosDD.tsx,Only in Backup,5359,206,0,0,-5359,-206,-100%,Z:\09-25\src-9-30-25-working\legacy\components\landingpage\header\DemosDD.tsx,
legacy\components\landingpage\header\Header.tsx,Only in Backup,2755,107,0,0,-2755,-107,-100%,Z:\09-25\src-9-30-25-working\legacy\components\landingpage\header\Header.tsx,
legacy\components\landingpage\header\MobileSidebar.tsx,Only in Backup,2650,71,0,0,-2650,-71,-100%,Z:\09-25\src-9-30-25-working\legacy\components\landingpage\header\MobileSidebar.tsx,
legacy\components\landingpage\header\Navigations.tsx,Only in Backup,4165,130,0,0,-4165,-130,-100%,Z:\09-25\src-9-30-25-working\legacy\components\landingpage\header\Navigations.tsx,
legacy\components\landingpage\testimonial\testimonial.css,Only in Backup,261,17,0,0,-261,-17,-100%,Z:\09-25\src-9-30-25-working\legacy\components\landingpage\testimonial\testimonial.css,
legacy\components\landingpage\testimonial\Testimonial.tsx,Only in Backup,5139,156,0,0,-5139,-156,-100%,Z:\09-25\src-9-30-25-working\legacy\components\landingpage\testimonial\Testimonial.tsx,
legacy\components\landingpage\testimonial\TestimonialTitle.tsx,Only in Backup,1032,40,0,0,-1032,-40,-100%,Z:\09-25\src-9-30-25-working\legacy\components\landingpage\testimonial\TestimonialTitle.tsx,
legacy\components\logs\ConsoleCard.tsx,Only in Backup,1410,53,0,0,-1410,-53,-100%,Z:\09-25\src-9-30-25-working\legacy\components\logs\ConsoleCard.tsx,
legacy\components\logs\CriticalAlert.tsx,Only in Backup,4968,137,0,0,-4968,-137,-100%,Z:\09-25\src-9-30-25-working\legacy\components\logs\CriticalAlert.tsx,
legacy\components\logs\CriticalConsole.tsx,Only in Backup,9223,247,0,0,-9223,-247,-100%,Z:\09-25\src-9-30-25-working\legacy\components\logs\CriticalConsole.tsx,
legacy\components\logs\CriticalEvents.tsx,Only in Backup,7428,201,0,0,-7428,-201,-100%,Z:\09-25\src-9-30-25-working\legacy\components\logs\CriticalEvents.tsx,
legacy\components\logs\DateLogsConsole.tsx,Only in Backup,11176,289,0,0,-11176,-289,-100%,Z:\09-25\src-9-30-25-working\legacy\components\logs\DateLogsConsole.tsx,
legacy\components\logs\Footer.tsx,Only in Backup,1920,60,0,0,-1920,-60,-100%,Z:\09-25\src-9-30-25-working\legacy\components\logs\Footer.tsx,
legacy\components\logs\GitHubIssueModal.tsx,Only in Backup,9351,286,0,0,-9351,-286,-100%,Z:\09-25\src-9-30-25-working\legacy\components\logs\GitHubIssueModal.tsx,
legacy\components\logs\HeaderBar.tsx,Only in Backup,7870,193,0,0,-7870,-193,-100%,Z:\09-25\src-9-30-25-working\legacy\components\logs\HeaderBar.tsx,
legacy\components\logs\HistoricalLogItem.tsx,Only in Backup,4791,152,0,0,-4791,-152,-100%,Z:\09-25\src-9-30-25-working\legacy\components\logs\HistoricalLogItem.tsx,
legacy\components\logs\HistoricalLogs.tsx,Only in Backup,12361,322,0,0,-12361,-322,-100%,Z:\09-25\src-9-30-25-working\legacy\components\logs\HistoricalLogs.tsx,
legacy\components\logs\index.ts,Only in Backup,975,18,0,0,-975,-18,-100%,Z:\09-25\src-9-30-25-working\legacy\components\logs\index.ts,
legacy\components\logs\LogCard.tsx,Only in Backup,3039,105,0,0,-3039,-105,-100%,Z:\09-25\src-9-30-25-working\legacy\components\logs\LogCard.tsx,
legacy\components\logs\NotificationSystem.tsx,Only in Backup,4120,126,0,0,-4120,-126,-100%,Z:\09-25\src-9-30-25-working\legacy\components\logs\NotificationSystem.tsx,
legacy\components\logs\RealTimeConsole.tsx,Only in Backup,12799,349,0,0,-12799,-349,-100%,Z:\09-25\src-9-30-25-working\legacy\components\logs\RealTimeConsole.tsx,
legacy\components\logs\RealTimeLogs.tsx,Only in Backup,15906,416,0,0,-15906,-416,-100%,Z:\09-25\src-9-30-25-working\legacy\components\logs\RealTimeLogs.tsx,
legacy\components\logs\SystemMessageCard.tsx,Only in Backup,4319,139,0,0,-4319,-139,-100%,Z:\09-25\src-9-30-25-working\legacy\components\logs\SystemMessageCard.tsx,
legacy\components\logs\SystemMessages.tsx,Only in Backup,8798,240,0,0,-8798,-240,-100%,Z:\09-25\src-9-30-25-working\legacy\components\logs\SystemMessages.tsx,
legacy\components\logs\SystemMessagesConsole.tsx,Only in Backup,8734,228,0,0,-8734,-228,-100%,Z:\09-25\src-9-30-25-working\legacy\components\logs\SystemMessagesConsole.tsx,
legacy\components\ManualFixEditor.tsx,Only in Backup,9625,325,0,0,-9625,-325,-100%,Z:\09-25\src-9-30-25-working\legacy\components\ManualFixEditor.tsx,
legacy\components\MarkdownUpload.tsx,Only in Backup,4988,179,0,0,-4988,-179,-100%,Z:\09-25\src-9-30-25-working\legacy\components\MarkdownUpload.tsx,
legacy\components\material-ui\accordion\code\BasicCode.tsx,Only in Backup,1983,66,0,0,-1983,-66,-100%,Z:\09-25\src-9-30-25-working\legacy\components\material-ui\accordion\code\BasicCode.tsx,
legacy\components\material-ui\accordion\code\ControlledCode.tsx,Only in Backup,3594,115,0,0,-3594,-115,-100%,Z:\09-25\src-9-30-25-working\legacy\components\material-ui\accordion\code\ControlledCode.tsx,
legacy\components\material-ui\alert\code\ActionCode.tsx,Only in Backup,705,36,0,0,-705,-36,-100%,Z:\09-25\src-9-30-25-working\legacy\components\material-ui\alert\code\ActionCode.tsx,
legacy\components\material-ui\alert\code\DescriptionCode.tsx,Only in Backup,1024,38,0,0,-1024,-38,-100%,Z:\09-25\src-9-30-25-working\legacy\components\material-ui\alert\code\DescriptionCode.tsx,
legacy\components\material-ui\alert\code\FilledCode.tsx,Only in Backup,768,33,0,0,-768,-33,-100%,Z:\09-25\src-9-30-25-working\legacy\components\material-ui\alert\code\FilledCode.tsx,
legacy\components\material-ui\alert\code\OutlinedCode.tsx,Only in Backup,780,33,0,0,-780,-33,-100%,Z:\09-25\src-9-30-25-working\legacy\components\material-ui\alert\code\OutlinedCode.tsx,
legacy\components\material-ui\alert\code\TransitionCode.tsx,Only in Backup,1078,54,0,0,-1078,-54,-100%,Z:\09-25\src-9-30-25-working\legacy\components\material-ui\alert\code\TransitionCode.tsx,
legacy\components\material-ui\avatar\code\GroupedCode.tsx,Only in Backup,622,25,0,0,-622,-25,-100%,Z:\09-25\src-9-30-25-working\legacy\components\material-ui\avatar\code\GroupedCode.tsx,
legacy\components\material-ui\avatar\code\GroupedSizeCode.tsx,Only in Backup,722,25,0,0,-722,-25,-100%,Z:\09-25\src-9-30-25-working\legacy\components\material-ui\avatar\code\GroupedSizeCode.tsx,
legacy\components\material-ui\avatar\code\IconAvatarsCode.tsx,Only in Backup,917,34,0,0,-917,-34,-100%,Z:\09-25\src-9-30-25-working\legacy\components\material-ui\avatar\code\IconAvatarsCode.tsx,
legacy\components\material-ui\avatar\code\ImageAvatarsCode.tsx,Only in Backup,547,21,0,0,-547,-21,-100%,Z:\09-25\src-9-30-25-working\legacy\components\material-ui\avatar\code\ImageAvatarsCode.tsx,
legacy\components\material-ui\avatar\code\LetterAvatarsCode.tsx,Only in Backup,716,24,0,0,-716,-24,-100%,Z:\09-25\src-9-30-25-working\legacy\components\material-ui\avatar\code\LetterAvatarsCode.tsx,
legacy\components\material-ui\avatar\code\SizesCode.tsx,Only in Backup,832,26,0,0,-832,-26,-100%,Z:\09-25\src-9-30-25-working\legacy\components\material-ui\avatar\code\SizesCode.tsx,
legacy\components\material-ui\avatar\code\VariantCode.tsx,Only in Backup,744,28,0,0,-744,-28,-100%,Z:\09-25\src-9-30-25-working\legacy\components\material-ui\avatar\code\VariantCode.tsx,
legacy\components\material-ui\avatar\code\WithBadgeCode.tsx,Only in Backup,1479,55,0,0,-1479,-55,-100%,Z:\09-25\src-9-30-25-working\legacy\components\material-ui\avatar\code\WithBadgeCode.tsx,
legacy\components\material-ui\chip\code\CustomIconCode.tsx,Only in Backup,791,35,0,0,-791,-35,-100%,Z:\09-25\src-9-30-25-working\legacy\components\material-ui\chip\code\CustomIconCode.tsx,
legacy\components\material-ui\chip\code\CustomOutlinedIcon.tsx,Only in Backup,736,32,0,0,-736,-32,-100%,Z:\09-25\src-9-30-25-working\legacy\components\material-ui\chip\code\CustomOutlinedIcon.tsx,
legacy\components\material-ui\chip\code\DisabledCode.tsx,Only in Backup,683,31,0,0,-683,-31,-100%,Z:\09-25\src-9-30-25-working\legacy\components\material-ui\chip\code\DisabledCode.tsx,
legacy\components\material-ui\chip\code\FilledCode.tsx,Only in Backup,1618,32,0,0,-1618,-32,-100%,Z:\09-25\src-9-30-25-working\legacy\components\material-ui\chip\code\FilledCode.tsx,
legacy\components\material-ui\chip\code\OutlinedCode.tsx,Only in Backup,1853,36,0,0,-1853,-36,-100%,Z:\09-25\src-9-30-25-working\legacy\components\material-ui\chip\code\OutlinedCode.tsx,
legacy\components\material-ui\chip\code\SizesCode.tsx,Only in Backup,478,24,0,0,-478,-24,-100%,Z:\09-25\src-9-30-25-working\legacy\components\material-ui\chip\code\SizesCode.tsx,
legacy\components\material-ui\dialog\AlertDialog.tsx,Only in Backup,1693,49,0,0,-1693,-49,-100%,Z:\09-25\src-9-30-25-working\legacy\components\material-ui\dialog\AlertDialog.tsx,
legacy\components\material-ui\dialog\code\AlertCode.tsx,Only in Backup,1624,63,0,0,-1624,-63,-100%,Z:\09-25\src-9-30-25-working\legacy\components\material-ui\dialog\code\AlertCode.tsx,
legacy\components\material-ui\dialog\code\FormCode.tsx,Only in Backup,1724,67,0,0,-1724,-67,-100%,Z:\09-25\src-9-30-25-working\legacy\components\material-ui\dialog\code\FormCode.tsx,
legacy\components\material-ui\dialog\code\FullScreenCode.tsx,Only in Backup,2061,81,0,0,-2061,-81,-100%,Z:\09-25\src-9-30-25-working\legacy\components\material-ui\dialog\code\FullScreenCode.tsx,
legacy\components\material-ui\dialog\code\MaxWidthCode.tsx,Only in Backup,3058,108,0,0,-3058,-108,-100%,Z:\09-25\src-9-30-25-working\legacy\components\material-ui\dialog\code\MaxWidthCode.tsx,
legacy\components\material-ui\dialog\code\ResponsiveFullscreenCode.tsx,Only in Backup,1679,65,0,0,-1679,-65,-100%,Z:\09-25\src-9-30-25-working\legacy\components\material-ui\dialog\code\ResponsiveFullscreenCode.tsx,
legacy\components\material-ui\dialog\code\ScrollingContentCode.tsx,Only in Backup,2508,89,0,0,-2508,-89,-100%,Z:\09-25\src-9-30-25-working\legacy\components\material-ui\dialog\code\ScrollingContentCode.tsx,
legacy\components\material-ui\dialog\code\SimpleCode.tsx,Only in Backup,2007,76,0,0,-2007,-76,-100%,Z:\09-25\src-9-30-25-working\legacy\components\material-ui\dialog\code\SimpleCode.tsx,
legacy\components\material-ui\dialog\code\TransitionCode.tsx,Only in Backup,1832,73,0,0,-1832,-73,-100%,Z:\09-25\src-9-30-25-working\legacy\components\material-ui\dialog\code\TransitionCode.tsx,
legacy\components\material-ui\dialog\FormDialog.tsx,Only in Backup,1797,51,0,0,-1797,-51,-100%,Z:\09-25\src-9-30-25-working\legacy\components\material-ui\dialog\FormDialog.tsx,
legacy\components\material-ui\dialog\FullscreenDialog.tsx,Only in Backup,2030,74,0,0,-2030,-74,-100%,Z:\09-25\src-9-30-25-working\legacy\components\material-ui\dialog\FullscreenDialog.tsx,
legacy\components\material-ui\dialog\MaxWidthDialog.tsx,Only in Backup,3058,101,0,0,-3058,-101,-100%,Z:\09-25\src-9-30-25-working\legacy\components\material-ui\dialog\MaxWidthDialog.tsx,
legacy\components\material-ui\dialog\ResponsiveDialog.tsx,Only in Backup,1645,59,0,0,-1645,-59,-100%,Z:\09-25\src-9-30-25-working\legacy\components\material-ui\dialog\ResponsiveDialog.tsx,
legacy\components\material-ui\dialog\ScrollContentDialog.tsx,Only in Backup,2445,83,0,0,-2445,-83,-100%,Z:\09-25\src-9-30-25-working\legacy\components\material-ui\dialog\ScrollContentDialog.tsx,
legacy\components\material-ui\dialog\SimpleDialog.tsx,Only in Backup,2017,71,0,0,-2017,-71,-100%,Z:\09-25\src-9-30-25-working\legacy\components\material-ui\dialog\SimpleDialog.tsx,
legacy\components\material-ui\dialog\TransitionDialog.tsx,Only in Backup,1784,65,0,0,-1784,-65,-100%,Z:\09-25\src-9-30-25-working\legacy\components\material-ui\dialog\TransitionDialog.tsx,
legacy\components\material-ui\lists\code\ControlsListCode.tsx,Only in Backup,2043,73,0,0,-2043,-73,-100%,Z:\09-25\src-9-30-25-working\legacy\components\material-ui\lists\code\ControlsListCode.tsx,
legacy\components\material-ui\lists\code\FolderListCode.tsx,Only in Backup,1307,56,0,0,-1307,-56,-100%,Z:\09-25\src-9-30-25-working\legacy\components\material-ui\lists\code\FolderListCode.tsx,
legacy\components\material-ui\lists\code\NestedListCode.tsx,Only in Backup,2013,79,0,0,-2013,-79,-100%,Z:\09-25\src-9-30-25-working\legacy\components\material-ui\lists\code\NestedListCode.tsx,
legacy\components\material-ui\lists\code\SelectedListCode.tsx,Only in Backup,1924,73,0,0,-1924,-73,-100%,Z:\09-25\src-9-30-25-working\legacy\components\material-ui\lists\code\SelectedListCode.tsx,
legacy\components\material-ui\lists\code\SimpleListCode.tsx,Only in Backup,1481,59,0,0,-1481,-59,-100%,Z:\09-25\src-9-30-25-working\legacy\components\material-ui\lists\code\SimpleListCode.tsx,
legacy\components\material-ui\lists\code\SwitchListCode.tsx,Only in Backup,2002,76,0,0,-2002,-76,-100%,Z:\09-25\src-9-30-25-working\legacy\components\material-ui\lists\code\SwitchListCode.tsx,
legacy\components\material-ui\lists\ControlsList.tsx,Only in Backup,1963,72,0,0,-1963,-72,-100%,Z:\09-25\src-9-30-25-working\legacy\components\material-ui\lists\ControlsList.tsx,
legacy\components\material-ui\lists\FolderList.tsx,Only in Backup,1341,44,0,0,-1341,-44,-100%,Z:\09-25\src-9-30-25-working\legacy\components\material-ui\lists\FolderList.tsx,
legacy\components\material-ui\lists\NestedList.tsx,Only in Backup,2105,77,0,0,-2105,-77,-100%,Z:\09-25\src-9-30-25-working\legacy\components\material-ui\lists\NestedList.tsx,
legacy\components\material-ui\lists\SelectedList.tsx,Only in Backup,2078,64,0,0,-2078,-64,-100%,Z:\09-25\src-9-30-25-working\legacy\components\material-ui\lists\SelectedList.tsx,
legacy\components\material-ui\lists\SimpleList.tsx,Only in Backup,1518,56,0,0,-1518,-56,-100%,Z:\09-25\src-9-30-25-working\legacy\components\material-ui\lists\SimpleList.tsx,
legacy\components\material-ui\lists\SwitchList.tsx,Only in Backup,2028,65,0,0,-2028,-65,-100%,Z:\09-25\src-9-30-25-working\legacy\components\material-ui\lists\SwitchList.tsx,
legacy\components\material-ui\popover\ClickPopover.tsx,Only in Backup,1202,47,0,0,-1202,-47,-100%,Z:\09-25\src-9-30-25-working\legacy\components\material-ui\popover\ClickPopover.tsx,
legacy\components\material-ui\popover\code\ClickPopoverCode.tsx,Only in Backup,1372,61,0,0,-1372,-61,-100%,Z:\09-25\src-9-30-25-working\legacy\components\material-ui\popover\code\ClickPopoverCode.tsx,
legacy\components\material-ui\popover\code\HoverPopoverCode.tsx,Only in Backup,1732,72,0,0,-1732,-72,-100%,Z:\09-25\src-9-30-25-working\legacy\components\material-ui\popover\code\HoverPopoverCode.tsx,
legacy\components\material-ui\popover\HoverPopover.tsx,Only in Backup,1505,59,0,0,-1505,-59,-100%,Z:\09-25\src-9-30-25-working\legacy\components\material-ui\popover\HoverPopover.tsx,
legacy\components\material-ui\tabs\code\IconBottomCode.tsx,Only in Backup,1620,49,0,0,-1620,-49,-100%,Z:\09-25\src-9-30-25-working\legacy\components\material-ui\tabs\code\IconBottomCode.tsx,
legacy\components\material-ui\tabs\code\IconCode.tsx,Only in Backup,1514,50,0,0,-1514,-50,-100%,Z:\09-25\src-9-30-25-working\legacy\components\material-ui\tabs\code\IconCode.tsx,
legacy\components\material-ui\tabs\code\IconLeftCode.tsx,Only in Backup,1583,49,0,0,-1583,-49,-100%,Z:\09-25\src-9-30-25-working\legacy\components\material-ui\tabs\code\IconLeftCode.tsx,
legacy\components\material-ui\tabs\code\IconRightCode.tsx,Only in Backup,1583,49,0,0,-1583,-49,-100%,Z:\09-25\src-9-30-25-working\legacy\components\material-ui\tabs\code\IconRightCode.tsx,
legacy\components\material-ui\tabs\code\IconWithLabelCode.tsx,Only in Backup,1572,49,0,0,-1572,-49,-100%,Z:\09-25\src-9-30-25-working\legacy\components\material-ui\tabs\code\IconWithLabelCode.tsx,
legacy\components\material-ui\tabs\code\ScrollableCode.tsx,Only in Backup,1871,53,0,0,-1871,-53,-100%,Z:\09-25\src-9-30-25-working\legacy\components\material-ui\tabs\code\ScrollableCode.tsx,
legacy\components\material-ui\tabs\code\TextCode.tsx,Only in Backup,1525,51,0,0,-1525,-51,-100%,Z:\09-25\src-9-30-25-working\legacy\components\material-ui\tabs\code\TextCode.tsx,
legacy\components\material-ui\tabs\code\VerticalCode.tsx,Only in Backup,2021,57,0,0,-2021,-57,-100%,Z:\09-25\src-9-30-25-working\legacy\components\material-ui\tabs\code\VerticalCode.tsx,
legacy\components\material-ui\tooltip\code\ArrowTooltipCode.tsx,Only in Backup,681,28,0,0,-681,-28,-100%,Z:\09-25\src-9-30-25-working\legacy\components\material-ui\tooltip\code\ArrowTooltipCode.tsx,
legacy\components\material-ui\tooltip\code\PositionsTooltipCode.tsx,Only in Backup,2143,57,0,0,-2143,-57,-100%,Z:\09-25\src-9-30-25-working\legacy\components\material-ui\tooltip\code\PositionsTooltipCode.tsx,
legacy\components\material-ui\tooltip\code\SimpleTooltipCode.tsx,Only in Backup,1147,42,0,0,-1147,-42,-100%,Z:\09-25\src-9-30-25-working\legacy\components\material-ui\tooltip\code\SimpleTooltipCode.tsx,
legacy\components\material-ui\tooltip\code\TransitionsCode.tsx,Only in Backup,1020,35,0,0,-1020,-35,-100%,Z:\09-25\src-9-30-25-working\legacy\components\material-ui\tooltip\code\TransitionsCode.tsx,
legacy\components\material-ui\tooltip\code\VariableWidthCode.tsx,Only in Backup,1637,53,0,0,-1637,-53,-100%,Z:\09-25\src-9-30-25-working\legacy\components\material-ui\tooltip\code\VariableWidthCode.tsx,
legacy\components\material-ui\transfer-list\BasicTransferList.tsx,Only in Backup,4647,150,0,0,-4647,-150,-100%,Z:\09-25\src-9-30-25-working\legacy\components\material-ui\transfer-list\BasicTransferList.tsx,
legacy\components\material-ui\transfer-list\code\BasicTransferListCode.tsx,Only in Backup,5432,160,0,0,-5432,-160,-100%,Z:\09-25\src-9-30-25-working\legacy\components\material-ui\transfer-list\code\BasicTransferListCode.tsx,
legacy\components\material-ui\transfer-list\code\EnhancedTransferListCode.tsx,Only in Backup,5018,173,0,0,-5018,-173,-100%,Z:\09-25\src-9-30-25-working\legacy\components\material-ui\transfer-list\code\EnhancedTransferListCode.tsx,
legacy\components\material-ui\transfer-list\EnhancedTransferList.tsx,Only in Backup,4902,163,0,0,-4902,-163,-100%,Z:\09-25\src-9-30-25-working\legacy\components\material-ui\transfer-list\EnhancedTransferList.tsx,
legacy\components\material-ui\typography\code\Heading1Code.tsx,Only in Backup,306,16,0,0,-306,-16,-100%,Z:\09-25\src-9-30-25-working\legacy\components\material-ui\typography\code\Heading1Code.tsx,
